age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,zip-code
ALL,State-gov,246820,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,97201
ALL,Private,279015,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,70,Taiwan,>50K,97201
ALL,Local-gov,223267,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K,97201
ALL,Private,108435,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,47,United-States,>50K,97201
ALL,Private,296462,Advanced Degree,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,30,United-States,<=50K,97201
ALL,Self-emp-not-inc,379883,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Mexico,>50K,97201
ALL,Private,168569,Advanced Degree,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,97201
ALL,Local-gov,188823,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,97201
ALL,State-gov,104280,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,97201
ALL,Local-gov,176118,Advanced Degree,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,97201
ALL,Private,427382,Advanced Degree,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K,97201
ALL,Federal-gov,112388,Advanced Degree,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,97201
ALL,Self-emp-inc,135436,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,97201
ALL,Self-emp-not-inc,160120,Advanced Degree,16,Divorced,Adm-clerical,Other-relative,Other,Male,0,0,40,?,<=50K,97201
ALL,Local-gov,246104,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K,97201
ALL,Private,112497,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Self-emp-inc,495061,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,70,United-States,>50K,97201
ALL,Self-emp-inc,59145,Advanced Degree,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,>50K,97201
ALL,Private,104501,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Self-emp-not-inc,164593,Advanced Degree,16,Never-married,Prof-specialty,Not-in-family,White,Male,4787,0,40,United-States,>50K,97201
ALL,Private,187370,Advanced Degree,14,Divorced,Exec-managerial,Unmarried,White,Male,7430,0,70,United-States,>50K,97201
ALL,Private,180142,Advanced Degree,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K,97201
ALL,Private,141511,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Self-emp-not-inc,180150,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,97201
ALL,Self-emp-inc,196123,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K,97201
ALL,Private,178341,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,97201
ALL,Private,115511,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,97201
ALL,Local-gov,57674,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K,97201
ALL,Private,110748,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,97201
ALL,State-gov,101299,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Self-emp-not-inc,192413,Advanced Degree,15,Divorced,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K,97201
ALL,Private,216149,Advanced Degree,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,>50K,97201
ALL,Federal-gov,435503,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,?,409842,Advanced Degree,14,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K,97201
ALL,Private,280169,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,97201
ALL,Private,155930,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,55,United-States,>50K,97201
ALL,State-gov,310969,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K,97201
ALL,Private,22211,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,>50K,97201
ALL,State-gov,104097,Advanced Degree,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,97201
ALL,Self-emp-inc,84979,Advanced Degree,16,Married-civ-spouse,Farming-fishing,Husband,White,Male,20051,0,40,United-States,>50K,97201
ALL,Self-emp-not-inc,87209,Advanced Degree,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,97201
ALL,Private,87556,Advanced Degree,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K,97201
ALL,Self-emp-inc,81436,Advanced Degree,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,State-gov,147719,Advanced Degree,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,<=50K,97201
ALL,?,351161,Advanced Degree,14,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States,>50K,97201
ALL,Private,154882,Advanced Degree,15,Widowed,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K,97201
ALL,Private,36385,Advanced Degree,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,2258,50,United-States,<=50K,97201
ALL,Private,249686,Advanced Degree,15,Separated,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K,97201
ALL,Federal-gov,153066,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Self-emp-not-inc,168195,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,>50K,97201
ALL,Self-emp-inc,134768,Advanced Degree,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K,97201
ALL,Self-emp-inc,89041,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K,97201
ALL,Private,269045,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K,97201
ALL,Private,160703,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,>50K,97201
ALL,Self-emp-inc,208802,Advanced Degree,15,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,36,United-States,>50K,97201
ALL,Self-emp-not-inc,192259,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K,97201
ALL,Self-emp-inc,147239,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,97201
ALL,Private,37314,Advanced Degree,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,97201
ALL,Local-gov,153031,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,35,United-States,>50K,97201
ALL,Federal-gov,331615,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States,>50K,97201
ALL,Private,185099,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,97201
ALL,State-gov,50468,Advanced Degree,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,34,United-States,>50K,97201
ALL,State-gov,160910,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,97201
ALL,Self-emp-not-inc,174395,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,55,United-States,>50K,97201
ALL,Private,130126,Advanced Degree,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K,97201
ALL,Self-emp-not-inc,37203,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,9386,0,30,United-States,>50K,97201
ALL,Self-emp-inc,162943,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Private,155489,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,97201
ALL,Federal-gov,254211,Advanced Degree,14,Widowed,Sales,Unmarried,White,Male,0,0,50,El-Salvador,>50K,97201
ALL,Self-emp-not-inc,240562,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K,97201
ALL,State-gov,183735,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Private,138370,Advanced Degree,14,Married-spouse-absent,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,<=50K,97201
ALL,Self-emp-inc,120277,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Private,195343,Advanced Degree,16,Divorced,Prof-specialty,Unmarried,White,Male,15020,0,50,United-States,>50K,97201
ALL,Private,161637,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,Taiwan,>50K,97201
ALL,Self-emp-not-inc,145419,Advanced Degree,14,Married-civ-spouse,Sales,Husband,White,Male,7688,0,45,United-States,>50K,97201
ALL,Private,113501,Advanced Degree,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,45,United-States,<=50K,97201
ALL,Private,263561,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,State-gov,205499,Advanced Degree,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,77,United-States,<=50K,97201
ALL,Private,55291,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Self-emp-inc,182062,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,>50K,97201
ALL,Private,107231,Advanced Degree,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K,97201
ALL,Private,240441,Advanced Degree,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,1564,40,United-States,>50K,97201
ALL,Private,115496,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,97201
ALL,State-gov,193524,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K,97201
ALL,Private,185866,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,?,>50K,97201
ALL,State-gov,321943,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Private,287480,Advanced Degree,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Local-gov,14878,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K,97201
ALL,Self-emp-not-inc,323639,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,<=50K,97201
ALL,Self-emp-inc,38822,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,>50K,97201
ALL,?,68461,Advanced Degree,16,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K,97201
ALL,Private,236746,Advanced Degree,14,Divorced,Exec-managerial,Not-in-family,White,Male,10520,0,45,United-States,>50K,97201
ALL,State-gov,219682,Advanced Degree,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,97201
ALL,Local-gov,96678,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,97201
ALL,Local-gov,161662,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,97201
ALL,Self-emp-not-inc,43348,Advanced Degree,16,Never-married,Prof-specialty,Not-in-family,White,Male,99999,0,70,United-States,>50K,97201
ALL,Federal-gov,360527,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Self-emp-inc,201865,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,97201
ALL,Private,300975,Advanced Degree,14,Married-civ-spouse,Other-service,Husband,Black,Male,0,1485,40,?,<=50K,97201
ALL,Private,160120,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K,97201
ALL,Private,225504,Advanced Degree,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,97201
ALL,Self-emp-not-inc,196504,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,23,United-States,<=50K,97201
ALL,Private,242089,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,97201
ALL,Private,123429,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,97201
ALL,Private,98360,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Private,338620,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,>50K,97201
ALL,Self-emp-inc,137354,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50K,97201
ALL,Self-emp-not-inc,153132,Advanced Degree,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,97201
ALL,Federal-gov,62176,Advanced Degree,16,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,6,United-States,>50K,97201
ALL,Private,201988,Advanced Degree,15,Married-civ-spouse,Sales,Husband,White,Male,4508,0,40,?,<=50K,97201
ALL,Private,287008,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,55,Germany,>50K,97201
ALL,Federal-gov,376455,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,>50K,97201
ALL,Private,158286,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,97201
ALL,Federal-gov,222756,Advanced Degree,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97201
ALL,Self-emp-not-inc,216402,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,India,>50K,97201
ALL,Private,174150,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Private,123053,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,5013,0,40,India,<=50K,97201
ALL,Private,329603,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Poland,>50K,97201
ALL,State-gov,216414,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Private,201017,Advanced Degree,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,Scotland,<=50K,97201
ALL,Private,22211,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K,97201
ALL,State-gov,162945,Advanced Degree,15,Married-civ-spouse,Exec-managerial,Husband,Black,Male,20051,0,55,United-States,>50K,97201
ALL,Private,673764,Advanced Degree,14,Never-married,Prof-specialty,Not-in-family,White,Male,27828,0,40,United-States,>50K,97201
ALL,?,267198,Advanced Degree,15,Married-civ-spouse,?,Husband,White,Male,0,0,16,United-States,<=50K,97201
ALL,Self-emp-not-inc,355978,Advanced Degree,16,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,45,United-States,<=50K,97201
ALL,Local-gov,287658,Advanced Degree,14,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,Jamaica,<=50K,97201
ALL,Private,167990,Advanced Degree,14,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,40,United-States,>50K,97201
ALL,Private,295334,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,97201
ALL,Local-gov,212856,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,>50K,97201
ALL,Private,340899,Advanced Degree,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,1590,80,United-States,<=50K,97201
ALL,Self-emp-inc,338260,Advanced Degree,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,>50K,97201
ALL,Local-gov,199995,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States,>50K,97201
ALL,Private,70088,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Private,75855,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7298,0,40,?,>50K,97201
ALL,Private,176157,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,97201
ALL,Private,346321,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,97201
ALL,Private,153078,Advanced Degree,15,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,97201
ALL,State-gov,229465,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,97201
ALL,Local-gov,114719,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,97201
ALL,Private,137225,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97201
ALL,Self-emp-not-inc,109133,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K,97201
ALL,Private,232719,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,97201
ALL,Private,163003,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,97201
ALL,Private,390781,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K,97201
ALL,Private,150042,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,97201
ALL,Private,371987,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,97201
ALL,Local-gov,164427,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,97201
ALL,Private,103649,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K,97201
ALL,Local-gov,115244,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States,<=50K,97201
